miliseg,AcX,AcY,AcZ
101480.0,7.32,-6.78,2.35
101500.0,7.4,-7.16,1.33
101520.0,7.25,-6.92,1.16
101540.0,7.1,-6.46,1.71
101560.0,7.19,-6.72,2.12
101580.0,7.31,-7.26,1.81
101600.0,7.28,-6.63,1.54
101620.0,7.25,-6.71,1.5
101640.0,7.14,-6.66,1.54
101660.0,7.32,-6.94,1.72
101680.0,7.37,-7.25,1.31
101700.0,7.3,-6.64,1.7
101720.0,7.18,-6.53,1.89
101740.0,7.01,-6.81,2.93
101760.0,7.26,-7.04,1.58
101780.0,7.44,-7.08,0.7
101800.0,7.41,-7.01,0.97
101820.0,7.1,-6.48,2.24
101840.0,7.02,-6.83,2.87
101860.0,7.25,-6.97,1.66
101880.0,7.37,-7.05,1.03
101900.0,7.38,-6.72,1.27
101920.0,7.17,-6.76,1.97
101940.0,6.97,-6.63,2.79
101960.0,7.2,-6.98,1.75
101980.0,7.24,-7.1,1.55
102000.0,7.35,-6.94,1.81
102020.0,7.21,-6.8,1.97
102040.0,7.25,-6.62,1.86
102060.0,7.18,-6.52,1.91
102080.0,7.21,-6.68,2.01
102100.0,7.4,-6.86,1.48
102120.0,7.31,-6.99,1.46
102140.0,7.31,-6.77,1.94
102160.0,7.05,-6.57,2.66
102180.0,7.15,-6.75,2.5
102200.0,7.36,-7.03,1.78
102220.0,7.25,-6.72,1.67
102240.0,7.31,-6.85,1.5
102260.0,7.29,-6.82,1.69
102280.0,7.34,-6.64,1.77
102300.0,7.29,-6.61,1.95
102320.0,7.21,-6.51,2.04
102340.0,7.23,-6.88,1.94
102360.0,7.35,-7.04,1.81
102380.0,7.35,-6.61,1.8
102400.0,7.28,-6.69,1.73
102420.0,7.24,-6.84,2.19
102440.0,7.25,-6.67,2.05
102460.0,7.37,-6.75,1.62
102480.0,7.32,-6.59,1.7
102500.0,7.5,-7.18,1.39
102520.0,7.29,-6.6,1.95
102540.0,7.08,-6.35,2.17
102560.0,7.19,-6.9,2.54
102580.0,7.25,-6.89,2.06
102600.0,7.38,-6.51,1.18
102620.0,7.34,-6.72,1.61
102640.0,7.31,-6.68,2.46
102660.0,7.26,-6.82,2.56
102680.0,7.32,-6.79,2.13
102700.0,7.35,-6.72,1.19
102720.0,7.19,-6.61,1.83
102740.0,7.16,-6.74,2.51
102760.0,7.28,-6.87,2.67
102780.0,7.19,-6.67,1.59
102800.0,7.34,-6.89,1.62
102820.0,7.33,-6.73,1.73
102840.0,7.3,-7.01,1.6
102860.0,7.16,-6.64,1.66
102880.0,7.27,-6.72,1.76
102900.0,7.27,-7.12,2.36
102920.0,7.26,-6.65,2.19
102940.0,7.22,-6.49,2.26
102960.0,7.24,-6.87,1.86
102980.0,7.21,-7.01,1.42
103000.0,7.35,-7.15,1.62
103020.0,7.2,-6.71,1.98
103040.0,7.09,-6.38,2.64
103060.0,7.15,-6.79,2.38
103080.0,7.3,-7.09,1.09
103100.0,7.25,-6.91,1.5
103120.0,7.28,-6.8,1.95
103140.0,7.25,-6.87,1.86
103160.0,7.15,-6.67,1.85
103180.0,7.16,-6.88,2.18
103200.0,7.19,-6.89,2.2
103220.0,7.32,-6.9,1.89
103240.0,7.32,-6.79,1.31
103260.0,7.17,-6.65,1.8
103280.0,7.12,-6.94,2.53
103300.0,7.34,-6.93,1.78
103320.0,7.32,-6.99,1.7
103340.0,7.38,-6.99,1.53
103360.0,7.21,-6.59,1.83
103380.0,7.23,-6.76,2.17
103400.0,7.37,-6.67,1.82
103420.0,7.28,-6.68,1.86
103440.0,7.23,-6.89,1.97
103460.0,7.16,-6.88,1.94
103480.0,7.22,-6.82,1.78
103500.0,7.31,-6.67,1.42
103520.0,7.34,-6.81,1.37
103540.0,7.33,-6.81,1.76
103560.0,7.27,-6.8,2.23
103580.0,7.23,-6.68,2.21
103600.0,7.26,-6.6,2.0
103620.0,7.36,-6.67,1.39
103640.0,7.5,-6.96,1.05
103660.0,7.33,-6.75,1.72
103680.0,7.19,-6.36,2.65
103700.0,7.2,-6.74,2.59
103720.0,7.43,-7.26,1.65
103740.0,7.38,-6.96,1.27
103760.0,7.32,-6.3,1.68
103780.0,7.14,-6.35,2.0
103800.0,7.29,-7.02,2.52
