miliseg,AcX,AcY,AcZ
273540.0,9.77,-2.3,-0.06
273560.0,9.74,-2.22,-0.12
273580.0,9.75,-2.19,-0.12
273600.0,9.72,-2.22,0.08
273620.0,9.69,-2.3,0.11
273640.0,9.71,-2.37,0.01
273660.0,9.69,-2.4,0.01
273680.0,9.71,-2.36,-0.01
273700.0,9.81,-2.22,0.11
273720.0,9.69,-2.26,0.1
273740.0,9.75,-2.33,-0.25
273760.0,9.76,-2.21,-0.22
273780.0,9.8,-2.19,0.08
273800.0,9.75,-2.22,0.04
273820.0,9.75,-2.27,-0.14
273840.0,9.7,-2.39,-0.08
273860.0,9.7,-2.31,0.0
273880.0,9.74,-2.21,0.11
273900.0,9.72,-2.19,0.02
273920.0,9.69,-2.27,-0.08
273940.0,9.69,-2.28,0.09
273960.0,9.73,-2.31,0.05
273980.0,9.77,-2.28,-0.01
274000.0,9.79,-2.24,0.03
274020.0,9.74,-2.29,0.07
274040.0,9.71,-2.26,-0.06
274060.0,9.72,-2.32,-0.1
274080.0,9.69,-2.27,-0.02
274100.0,9.71,-2.17,0.04
274120.0,9.76,-2.09,0.0
274140.0,9.74,-2.19,-0.14
274160.0,9.75,-2.32,-0.05
274180.0,9.73,-2.29,0.16
274200.0,9.75,-2.29,0.05
274220.0,9.78,-2.33,0.02
274240.0,9.77,-2.39,0.15
274260.0,9.77,-2.31,0.02
274280.0,9.74,-2.26,-0.04
274300.0,9.68,-2.24,-0.05
274320.0,9.75,-2.2,-0.05
274340.0,9.73,-2.2,0.03
274360.0,9.69,-2.18,-0.01
274380.0,9.67,-2.22,-0.04
274400.0,9.73,-2.43,-0.05
274420.0,9.81,-2.35,0.07
274440.0,9.77,-2.18,0.09
274460.0,9.72,-2.13,-0.08
274480.0,9.69,-2.36,0.01
274500.0,9.79,-2.41,0.05
274520.0,9.71,-2.31,0.08
274540.0,9.76,-2.16,-0.03
274560.0,9.73,-2.23,-0.02
274580.0,9.76,-2.3,0.07
274600.0,9.66,-2.25,0.11
274620.0,9.68,-2.3,0.0
274640.0,9.71,-2.33,-0.05
274660.0,9.76,-2.22,-0.04
274680.0,9.86,-2.13,-0.04
274700.0,9.79,-2.19,-0.08
274720.0,9.7,-2.3,-0.14
274740.0,9.71,-2.24,-0.05
274760.0,9.8,-2.25,0.18
274780.0,9.72,-2.3,0.22
274800.0,9.72,-2.38,-0.04
274820.0,9.71,-2.27,-0.17
274840.0,9.69,-2.21,0.03
274860.0,9.76,-2.27,0.18
274880.0,9.7,-2.24,-0.03
274900.0,9.73,-2.19,-0.19
274920.0,9.74,-2.14,-0.01
274940.0,9.76,-2.18,0.1
274960.0,9.74,-2.38,-0.02
274980.0,9.76,-2.34,-0.11
275000.0,9.74,-2.15,0.05
275020.0,9.73,-2.17,0.15
275040.0,9.73,-2.35,-0.0
275060.0,9.72,-2.38,-0.12
275080.0,9.7,-2.18,0.02
275100.0,9.79,-2.12,0.18
275120.0,9.7,-2.14,0.19
275140.0,9.71,-2.29,0.01
275160.0,9.72,-2.35,-0.09
275180.0,9.76,-2.27,0.07
275200.0,9.77,-2.24,0.11
275220.0,9.73,-2.18,-0.09
275240.0,9.79,-2.15,-0.22
275260.0,9.74,-2.11,-0.1
275280.0,9.74,-2.13,0.08
275300.0,9.71,-2.18,0.18
275320.0,9.72,-2.29,0.12
275340.0,9.77,-2.37,0.04
275360.0,9.73,-2.29,0.01
275380.0,9.76,-2.2,0.08
275400.0,9.71,-2.15,0.03
275420.0,9.74,-2.23,0.01
275440.0,9.74,-2.26,-0.05
275460.0,9.77,-2.18,-0.02
275480.0,9.82,-2.07,0.06
275500.0,9.75,-2.2,0.02
275520.0,9.79,-2.43,-0.02
275540.0,9.75,-2.31,-0.0
275560.0,9.73,-2.08,0.01
275580.0,9.75,-2.14,0.04
275600.0,9.75,-2.23,-0.04
275620.0,9.76,-2.18,-0.07
275640.0,9.72,-2.22,-0.02
275660.0,9.76,-2.25,0.05
275680.0,9.82,-2.18,0.07
275700.0,9.71,-2.24,0.12
275720.0,9.69,-2.31,0.02
275740.0,9.74,-2.36,-0.09
275760.0,9.69,-2.28,0.02
275780.0,9.72,-2.13,0.02
275800.0,9.81,-2.09,-0.04
275820.0,9.79,-2.14,-0.15
275840.0,9.77,-2.23,-0.06
275860.0,9.76,-2.28,0.08
275880.0,9.71,-2.32,-0.01
275900.0,9.72,-2.3,0.0
275920.0,9.76,-2.24,0.11
275940.0,9.77,-2.23,0.08
275960.0,9.74,-2.31,-0.11
275980.0,9.71,-2.29,-0.17
276000.0,9.78,-2.16,0.02
276020.0,9.76,-2.13,0.17
