miliseg,AcX,AcY,AcZ
255020.0,1.67,-9.12,-2.34
255040.0,1.68,-9.18,-2.18
255060.0,1.63,-9.52,-2.19
255080.0,1.59,-9.47,-2.12
255100.0,1.7,-9.34,-2.12
255120.0,1.62,-9.35,-2.06
255140.0,1.57,-9.39,-2.16
255160.0,1.6,-9.36,-2.04
255180.0,1.6,-9.25,-1.9
255200.0,1.56,-9.33,-2.08
255220.0,1.53,-9.22,-2.17
255240.0,1.59,-9.16,-2.16
255260.0,1.63,-9.29,-2.17
255280.0,1.58,-9.46,-2.23
255300.0,1.57,-9.41,-2.14
255320.0,1.61,-9.25,-2.21
255340.0,1.6,-9.32,-2.34
255360.0,1.59,-9.3,-2.22
255380.0,1.6,-9.31,-2.2
255400.0,1.58,-9.39,-2.14
255420.0,1.63,-9.43,-2.14
255440.0,1.7,-9.19,-2.19
255460.0,1.63,-9.09,-2.2
255480.0,1.43,-9.45,-2.09
255500.0,1.53,-9.55,-2.01
255520.0,1.64,-9.25,-2.1
255540.0,1.61,-9.15,-2.18
255560.0,1.58,-9.33,-2.09
255580.0,1.61,-9.46,-2.17
255600.0,1.72,-9.3,-2.19
255620.0,1.69,-9.32,-2.12
255640.0,1.63,-9.4,-2.01
255660.0,1.58,-9.34,-2.16
255680.0,1.58,-9.34,-2.15
255700.0,1.64,-9.42,-2.04
255720.0,1.64,-9.42,-1.98
255740.0,1.55,-9.29,-2.13
255760.0,1.53,-9.2,-2.2
255780.0,1.64,-9.36,-2.13
255800.0,1.59,-9.54,-1.94
255820.0,1.59,-9.43,-2.09
255840.0,1.62,-9.14,-2.25
255860.0,1.54,-9.21,-2.26
255880.0,1.51,-9.43,-2.12
255900.0,1.62,-9.38,-2.07
255920.0,1.53,-9.27,-2.15
255940.0,1.52,-9.26,-2.18
255960.0,1.53,-9.41,-2.01
255980.0,1.51,-9.39,-1.99
256000.0,1.52,-9.17,-2.24
256020.0,1.64,-8.97,-2.23
256040.0,1.57,-9.23,-2.13
256060.0,1.49,-9.51,-1.92
256080.0,1.58,-9.44,-2.05
256100.0,1.61,-9.27,-2.11
256120.0,1.54,-9.25,-2.12
256140.0,1.61,-9.36,-2.12
256160.0,1.58,-9.41,-1.97
256180.0,1.49,-9.31,-1.99
256200.0,1.52,-9.32,-2.14
256220.0,1.67,-9.42,-2.02
256240.0,1.69,-9.43,-1.89
256260.0,1.61,-9.41,-2.01
256280.0,1.49,-9.32,-2.22
256300.0,1.52,-9.21,-2.15
256320.0,1.72,-9.36,-2.05
256340.0,1.68,-9.59,-2.04
256360.0,1.59,-9.47,-2.12
256380.0,1.61,-9.21,-2.31
256400.0,1.64,-9.23,-2.21
256420.0,1.57,-9.26,-2.01
256440.0,1.55,-9.45,-2.09
256460.0,1.6,-9.36,-2.05
256480.0,1.61,-9.25,-2.09
256500.0,1.61,-9.32,-2.09
256520.0,1.61,-9.38,-2.09
256540.0,1.48,-9.44,-2.02
256560.0,1.49,-9.35,-2.04
256580.0,1.54,-9.25,-2.06
256600.0,1.5,-9.21,-1.95
256620.0,1.56,-9.35,-2.05
256640.0,1.7,-9.36,-2.14
256660.0,1.59,-9.21,-2.1
256680.0,1.55,-9.31,-2.25
256700.0,1.58,-9.5,-2.15
256720.0,1.66,-9.46,-2.06
256740.0,1.68,-9.44,-2.09
256760.0,1.64,-9.33,-2.14
256780.0,1.55,-9.37,-2.09
256800.0,1.54,-9.38,-1.98
256820.0,1.48,-9.18,-1.91
256840.0,1.51,-9.11,-2.12
256860.0,1.54,-9.21,-2.09
256880.0,1.66,-9.54,-1.9
256900.0,1.74,-9.47,-1.94
256920.0,1.65,-9.26,-2.13
256940.0,1.58,-9.28,-2.27
256960.0,1.61,-9.74,-2.09
256980.0,1.78,-9.77,-2.01
257000.0,1.8,-9.63,-2.08
257020.0,1.58,-9.46,-1.99
257040.0,1.57,-9.14,-2.16
257060.0,1.47,-9.14,-2.05
257080.0,1.44,-9.32,-1.89
257100.0,1.44,-9.2,-1.85
257120.0,1.54,-9.16,-2.05
257140.0,1.61,-9.26,-1.97
257160.0,1.6,-9.3,-1.97
257180.0,1.48,-9.41,-2.0
257200.0,1.48,-9.49,-1.96
257220.0,1.57,-9.49,-2.03
257240.0,1.58,-9.32,-2.05
257260.0,1.57,-9.43,-1.97
257280.0,1.61,-9.65,-1.9
257300.0,1.55,-9.42,-1.93
257320.0,1.5,-9.25,-2.03
257340.0,1.47,-9.29,-1.96
257360.0,1.54,-9.44,-1.87
257380.0,1.49,-9.36,-1.86
257400.0,1.49,-9.24,-1.95
257420.0,1.54,-9.25,-2.0
257440.0,1.47,-9.23,-1.87
257460.0,1.54,-9.22,-2.08
257480.0,1.53,-9.37,-1.96
257500.0,1.56,-9.44,-2.03
257520.0,1.61,-9.42,-2.17
257540.0,1.61,-9.39,-2.03
257560.0,1.55,-9.56,-2.0
257580.0,1.47,-9.5,-1.93
257600.0,1.44,-9.29,-1.97
257620.0,1.53,-9.33,-1.97
257640.0,1.7,-9.48,-1.88
257660.0,1.7,-9.44,-1.9
257680.0,1.44,-9.33,-1.97
257700.0,1.41,-9.19,-2.1
257720.0,1.57,-9.19,-1.95
257740.0,1.59,-9.54,-1.76
257760.0,1.49,-9.48,-1.91
257780.0,1.4,-9.11,-2.22
257800.0,1.65,-9.26,-2.18
257820.0,1.8,-9.75,-1.9
257840.0,1.76,-9.69,-1.95
257860.0,1.63,-9.24,-2.08
257880.0,1.44,-9.16,-2.08
257900.0,1.47,-9.39,-1.95
257920.0,1.66,-9.42,-1.87
257940.0,1.78,-9.39,-1.89
257960.0,1.65,-9.3,-2.02
257980.0,1.5,-9.23,-2.13
258000.0,1.42,-9.37,-1.99
258020.0,1.54,-9.51,-1.89
258040.0,1.74,-9.41,-1.93
258060.0,1.82,-9.46,-2.02
258080.0,1.61,-9.38,-1.98
258100.0,1.48,-9.22,-2.09
258120.0,1.56,-9.3,-2.07
258140.0,1.54,-9.45,-1.87
258160.0,1.54,-9.43,-1.92
258180.0,1.56,-9.24,-2.02
258200.0,1.58,-9.09,-2.14
258220.0,1.71,-9.12,-2.2
258240.0,1.59,-9.5,-1.98
258260.0,1.47,-9.57,-1.79
258280.0,1.5,-9.31,-2.15
258300.0,1.68,-9.33,-2.04
258320.0,1.74,-9.62,-1.78
258340.0,1.59,-9.67,-2.05
258360.0,1.6,-9.15,-2.22
258380.0,1.66,-9.1,-2.24
258400.0,1.8,-9.5,-2.05
258420.0,1.65,-9.57,-1.94
258440.0,1.56,-9.33,-2.03
258460.0,1.65,-9.37,-2.07
258480.0,1.66,-9.29,-1.95
258500.0,1.58,-9.2,-2.0
258520.0,1.46,-9.34,-2.08
258540.0,1.4,-9.27,-1.95
258560.0,1.46,-9.21,-2.12
258580.0,1.68,-9.43,-2.16
258600.0,1.68,-9.42,-2.08
258620.0,1.81,-9.32,-2.28
258640.0,1.75,-9.35,-2.2
258660.0,1.69,-9.35,-2.04
258680.0,1.47,-9.36,-1.99
258700.0,1.46,-9.31,-2.02
258720.0,1.61,-9.29,-2.0
258740.0,1.75,-9.12,-1.92
258760.0,1.57,-9.19,-2.09
258780.0,1.52,-9.39,-2.13
258800.0,1.62,-9.39,-1.98
258820.0,1.75,-9.46,-1.86
258840.0,1.54,-9.59,-1.98
258860.0,1.48,-9.43,-2.17
258880.0,1.61,-9.28,-2.06
258900.0,1.81,-9.27,-2.15
