miliseg,AcX,AcY,AcZ
152840.0,2.61,-6.82,-5.97
152860.0,2.8,-7.08,-5.97
152880.0,2.8,-6.89,-5.62
152900.0,2.67,-6.59,-5.78
152920.0,2.6,-6.61,-6.1
152940.0,2.72,-7.05,-6.04
152960.0,2.95,-7.11,-5.83
152980.0,2.94,-6.84,-5.85
153000.0,2.69,-6.68,-6.0
153020.0,2.68,-6.92,-6.18
153040.0,2.9,-7.1,-5.92
153060.0,2.9,-6.93,-5.83
153080.0,2.9,-6.63,-6.01
153100.0,2.58,-6.89,-5.93
153120.0,2.77,-7.45,-5.83
153140.0,3.01,-6.27,-5.15
