miliseg,AcX,AcY,AcZ
41800.0,7.11,-6.66,2.87
41820.0,7.1,-6.87,2.83
41840.0,7.2,-6.73,2.53
41860.0,7.37,-6.62,2.5
41880.0,7.42,-6.51,2.7
41900.0,7.27,-6.48,2.84
41920.0,7.14,-6.73,2.81
41940.0,7.18,-6.83,2.72
41960.0,7.18,-6.65,2.57
41980.0,7.17,-6.62,2.68
42000.0,7.2,-6.64,2.9
42020.0,7.1,-6.55,2.9
42040.0,7.19,-6.66,2.82
42060.0,7.25,-6.66,2.75
42080.0,7.25,-6.47,2.67
42100.0,7.09,-6.53,2.82
42120.0,7.11,-6.74,2.99
42140.0,7.24,-6.49,2.74
42160.0,7.38,-6.46,2.49
42180.0,7.35,-6.8,2.64
42200.0,7.19,-6.83,2.56
42220.0,7.09,-6.99,2.43
42240.0,7.17,-6.66,2.8
42260.0,7.12,-6.35,2.88
42280.0,7.07,-6.28,2.89
42300.0,7.07,-6.26,2.8
42320.0,6.89,-6.47,2.84
42340.0,6.92,-7.23,3.39
42360.0,7.04,-6.89,3.09
42380.0,6.85,-6.36,2.53
42400.0,6.71,-6.77,2.59
42420.0,6.94,-7.22,3.1
42440.0,7.33,-6.95,2.98
42460.0,7.61,-6.59,2.3
42480.0,7.47,-6.63,1.77
42500.0,7.32,-7.14,2.23
42520.0,6.83,-6.59,2.83
42540.0,6.3,-6.48,3.19
42560.0,6.26,-6.99,3.43
42580.0,6.76,-6.91,3.3
42600.0,7.45,-6.93,3.21
42620.0,7.63,-7.08,2.86
42640.0,7.58,-7.5,2.72
42660.0,8.0,-6.85,2.6
42680.0,7.44,-6.18,2.56
42700.0,7.0,-6.89,3.36
42720.0,6.92,-6.82,3.71
42740.0,6.5,-6.48,3.53
42760.0,6.31,-7.18,3.38
42780.0,6.81,-7.07,2.97
42800.0,6.98,-6.61,2.57
42820.0,6.82,-7.04,3.44
42840.0,6.61,-7.57,3.85
42860.0,6.58,-7.52,3.54
42880.0,7.01,-6.52,3.31
42900.0,7.08,-6.04,3.1
42920.0,6.9,-6.59,2.81
42940.0,7.26,-6.88,2.74
42960.0,7.45,-6.54,2.21
42980.0,7.34,-6.67,1.99
43000.0,7.3,-6.55,2.14
43020.0,7.18,-6.1,2.18
43040.0,7.35,-5.85,2.17
43060.0,7.64,-5.79,2.43
43080.0,7.97,-6.14,3.13
43100.0,8.47,-5.66,3.26
43120.0,7.89,-5.22,3.3
43140.0,7.09,-5.72,4.1
43160.0,6.62,-6.18,4.52
43180.0,7.13,-5.69,4.02
43200.0,7.92,-5.17,2.9
43220.0,8.81,-5.93,1.81
43240.0,7.9,-6.49,2.26
43260.0,7.53,-6.78,3.23
43280.0,6.35,-6.76,3.57
