miliseg,AcX,AcY,AcZ
182500.0,9.97,-0.02,0.28
182520.0,9.98,0.01,0.3
182540.0,9.99,-0.1,0.17
182560.0,9.98,-0.18,0.02
182580.0,10.0,-0.13,0.05
182600.0,10.07,0.0,0.32
182620.0,10.05,0.01,0.39
182640.0,9.95,-0.22,0.17
182660.0,9.98,-0.31,0.04
182680.0,10.01,-0.15,0.21
182700.0,10.03,-0.03,0.45
182720.0,9.99,-0.02,0.34
182740.0,10.0,-0.11,0.09
182760.0,10.05,-0.1,0.02
182780.0,10.06,-0.04,0.24
182800.0,9.97,-0.04,0.29
182820.0,10.0,-0.14,0.12
182840.0,10.04,-0.11,0.18
182860.0,10.0,-0.14,0.17
182880.0,9.97,-0.19,0.14
182900.0,10.04,-0.12,0.07
182920.0,10.05,-0.08,0.09
182940.0,10.0,-0.07,0.18
182960.0,10.02,-0.03,0.15
182980.0,9.97,-0.11,0.17
183000.0,9.9,-0.13,0.21
183020.0,9.96,-0.06,0.15
183040.0,10.01,0.03,0.28
183060.0,9.97,-0.03,0.28
183080.0,9.99,-0.23,0.07
183100.0,10.0,-0.2,0.12
183120.0,10.03,-0.02,0.26
183140.0,10.03,-0.02,0.31
183160.0,10.01,-0.13,0.18
183180.0,9.97,-0.16,0.13
183200.0,9.99,-0.15,0.23
183220.0,9.97,-0.16,0.31
183240.0,9.98,-0.11,0.23
183260.0,10.04,-0.07,0.23
183280.0,9.99,-0.03,0.18
183300.0,10.01,-0.1,0.05
183320.0,10.03,-0.13,0.2
183340.0,10.04,-0.04,0.26
183360.0,10.04,-0.09,0.22
183380.0,9.96,-0.14,0.32
183400.0,9.97,-0.1,0.26
183420.0,9.96,-0.15,0.25
183440.0,9.96,-0.18,0.24
183460.0,10.02,-0.09,0.29
