miliseg,AcX,AcY,AcZ,GyX,GyY,GyZ
1398590,8.96,-3.24,1.78,4.65,0.92,0.39
1398604,8.69,-1.78,2.24,4.23,0.84,0.37
1398618,8.5,-0.89,2.91,3.43,0.69,0.35
1398631,8.34,-0.57,3.55,2.44,0.51,0.27
1398645,8.25,-0.62,3.96,1.31,0.25,0.16
1398659,8.33,-1.03,4.15,0.28,-0.01,0.08
1398672,8.52,-1.65,3.89,-0.51,-0.18,0.01
1398686,8.68,-2.22,3.75,-1.19,-0.27,-0.11
1398700,8.67,-1.98,3.68,-1.98,-0.37,-0.37
1398713,8.62,-1.54,3.57,-2.65,-0.49,-0.49
1398727,8.72,-1.9,3.22,-3.23,-0.64,-0.46
1398741,8.84,-2.66,2.93,-3.68,-0.74,-0.5
1398754,9.05,-3.2,2.63,-3.98,-0.79,-0.55
1398768,9.39,-3.66,2.23,-3.99,-0.76,-0.49
1398782,9.68,-4.87,1.89,-3.55,-0.61,-0.27
1398795,9.94,-6.36,1.63,-2.8,-0.38,-0.12
1398809,9.87,-7.02,1.72,-1.84,-0.07,-0.14
1398823,9.56,-6.24,1.98,-0.9,0.07,-0.17
1398836,9.32,-5.09,1.89,-0.21,0.1,-0.12
1398850,9.34,-4.5,1.84,0.43,0.14,0.05
1398864,9.48,-5.0,1.84,1.1,0.2,0.26
1398877,9.72,-5.75,1.72,1.81,0.32,0.36
1398891,9.87,-6.11,1.5,2.69,0.52,0.43
1398905,9.63,-6.04,1.61,3.6,0.75,0.5
1398918,9.33,-5.32,1.79,4.18,0.85,0.43
1398932,8.98,-3.73,1.97,4.38,0.86,0.37
1398946,8.78,-2.27,2.29,4.21,0.84,0.36
1398960,8.59,-1.64,2.83,3.79,0.77,0.46
1398973,8.43,-1.79,3.45,3.17,0.61,0.45
1398987,8.37,-1.87,3.79,2.5,0.42,0.33
1399001,8.4,-1.65,4.05,1.74,0.23,0.2
1399014,8.49,-1.56,4.1,1.02,0.07,0.14
1399028,8.52,-1.93,4.22,0.44,-0.01,0.11
