miliseg,AcX,AcY,AcZ,GyX,GyY,GyZ
788579,9.14,-3.09,2.78,-1.72,-0.18,-0.38
788592,9.18,-3.25,2.79,-1.74,-0.23,-0.33
788606,9.32,-3.77,2.68,-1.65,-0.28,-0.24
788620,9.51,-4.13,2.39,-1.44,-0.25,-0.17
788633,9.49,-4.19,2.19,-1.24,-0.17,-0.17
788647,9.39,-3.68,2.08,-1.17,-0.09,-0.25
788661,9.29,-3.02,2.1,-1.21,-0.08,-0.28
788674,9.26,-3.07,2.07,-1.23,-0.09,-0.22
788688,9.26,-3.51,2.16,-1.21,-0.12,-0.18
788702,9.39,-3.81,2.1,-1.1,-0.17,-0.14
788715,9.52,-3.79,1.83,-0.98,-0.15,-0.13
788729,9.56,-3.63,1.61,-0.84,-0.07,-0.11
788743,9.43,-3.53,1.67,-0.74,-0.01,-0.12
788756,9.38,-3.51,1.66,-0.62,0.0,-0.09
788770,9.39,-3.75,1.73,-0.41,0.0,-0.02
788784,9.49,-4.1,1.74,-0.12,0.0,0.03
788797,9.55,-4.16,1.68,0.17,0.03,0.08
788811,9.61,-4.18,1.66,0.56,0.11,0.16
788825,9.61,-4.28,1.7,0.9,0.18,0.22
788838,9.59,-4.14,1.73,1.24,0.26,0.27
788852,9.51,-4.18,1.84,1.63,0.35,0.38
788866,9.53,-4.57,2.02,2.07,0.41,0.51
788879,9.57,-4.9,2.03,2.63,0.49,0.62
788893,9.53,-4.89,2.07,3.18,0.58,0.68
788907,9.4,-4.48,2.17,3.59,0.65,0.68
788920,9.15,-3.71,2.36,3.8,0.68,0.65
788934,8.98,-2.78,2.64,3.72,0.67,0.6
788948,8.82,-2.02,2.92,3.39,0.63,0.55
788961,8.66,-1.46,3.39,2.8,0.53,0.46
788975,8.5,-1.07,3.72,2.04,0.36,0.36
788989,8.66,-1.12,3.88,1.3,0.22,0.27
789002,8.59,-1.53,4.13,0.55,0.09,0.14
789016,8.76,-2.07,4.22,-0.05,-0.06,0.02
789029,8.91,-2.45,4.0,-0.38,-0.12,-0.03
789042,9.01,-3.2,3.88,-0.48,-0.09,-0.02
789056,9.01,-3.78,3.98,-0.42,-0.06,-0.03
789070,9.01,-3.84,4.01,-0.26,-0.06,-0.03
789084,8.97,-3.59,3.9,-0.07,-0.04,-0.01
789097,8.94,-3.17,3.93,-0.01,-0.04,-0.02
789111,8.88,-2.78,3.92,-0.1,-0.06,-0.04
789125,8.75,-2.33,3.99,-0.41,-0.11,-0.12
789138,8.67,-1.99,4.08,-0.85,-0.19,-0.21
789152,8.68,-2.15,4.11,-1.23,-0.28,-0.24
789166,8.84,-2.62,3.91,-1.52,-0.36,-0.26
789179,9.05,-3.3,3.69,-1.57,-0.37,-0.23
789193,9.14,-3.76,3.54,-1.53,-0.33,-0.26
789207,9.13,-3.58,3.44,-1.46,-0.29,-0.31
789220,9.11,-3.2,3.3,-1.49,-0.28,-0.36
