miliseg,AcX,AcY,AcZ,GyX,GyY,GyZ
1977066,1.58,-13.06,-3.06,4.08,0.85,0.22
1977080,1.58,-12.25,-2.84,5.05,0.94,0.39
1977093,1.49,-11.39,-2.53,5.8,1.11,0.71
1977107,1.21,-10.56,-1.55,6.18,1.3,0.98
1977121,0.75,-9.6,-0.28,6.05,1.35,1.06
1977134,-0.02,-8.48,1.12,5.54,1.28,1.07
1977148,-0.76,-7.61,2.64,4.69,1.05,1.03
1977162,-1.1,-6.99,3.84,3.7,0.7,0.96
1977175,-1.22,-6.94,4.51,2.61,0.27,0.87
1977189,-1.16,-7.48,4.52,1.67,-0.03,0.77
1977203,-1.03,-7.85,4.63,0.96,-0.16,0.61
1977216,-0.95,-8.38,4.76,0.48,-0.22,0.46
1977230,-1.07,-8.9,4.99,0.25,-0.24,0.34
1977244,-1.09,-9.12,5.31,0.22,-0.26,0.26
1977257,-0.95,-9.11,5.26,0.27,-0.28,0.21
1977271,-1.01,-8.12,5.24,0.09,-0.31,0.07
1977285,-1.33,-6.32,5.34,-0.64,-0.45,-0.21
1977298,-2.18,-3.01,5.19,-2.45,-0.87,-0.79
1977312,-2.47,-1.88,4.25,-4.52,-1.32,-0.99
1977326,-1.96,-4.12,3.03,-6.14,-1.69,-1.03
1977339,-1.01,-5.63,1.34,-7.36,-1.98,-1.16
1977353,0.28,-7.04,-0.4,-7.88,-1.92,-1.12
1977367,1.42,-9.7,-1.46,-7.54,-1.51,-0.9
1977380,2.68,-13.07,-1.96,-6.01,-0.75,-0.45
1977394,3.67,-16.13,-1.7,-3.65,0.11,-0.05
1977408,3.51,-17.33,-0.97,-1.18,0.67,-0.04
1977421,2.71,-16.35,-1.25,1.36,0.83,-0.2
1977435,2.08,-14.45,-2.85,3.4,1.01,-0.15
1977449,1.99,-12.69,-3.47,4.57,1.31,-0.22
1977462,1.8,-11.23,-3.11,5.31,1.68,-0.21
1977476,1.25,-10.1,-1.77,5.57,1.95,-0.03
1977490,0.58,-9.29,0.23,5.47,1.93,0.34
1977504,-0.08,-8.89,2.3,5.08,1.53,0.82
1977517,-0.21,-8.65,3.4,4.41,0.98,1.09
1977531,-0.26,-8.2,3.72,3.65,0.6,1.13
1977545,-0.4,-7.96,4.16,2.86,0.35,1.11
1977558,-0.65,-8.37,4.58,2.24,0.16,1.03
1977572,-0.8,-8.78,4.97,1.85,0.05,0.92
1977586,-0.9,-8.77,5.42,1.53,-0.08,0.76
1977599,-1.02,-8.29,5.74,1.17,-0.19,0.58
1977613,-1.02,-8.14,5.93,0.83,-0.25,0.48
1977627,-0.94,-7.71,5.87,0.37,-0.29,0.31
1977640,-0.97,-7.32,5.68,-0.13,-0.27,0.19
1977654,-0.98,-7.45,5.62,-0.58,-0.27,0.09
1977668,-1.16,-6.62,5.52,-1.28,-0.38,-0.18
1977681,-1.79,-4.47,5.52,-2.65,-0.72,-0.6
1977695,-2.24,-2.64,4.68,-4.33,-1.16,-0.9
1977709,-1.53,-4.68,3.28,-5.74,-1.45,-0.78
1977722,-0.53,-7.6,2.2,-6.48,-1.64,-0.76
1977736,0.38,-8.08,0.86,-6.73,-1.58,-0.9
1977750,1.25,-10.14,-0.04,-6.33,-1.23,-0.7
1977764,2.05,-12.5,-0.35,-5.23,-0.71,-0.59
1977778,2.34,-14.01,-0.31,-3.56,-0.17,-0.4
1977791,2.28,-14.29,-0.34,-1.9,0.23,-0.35
1977805,1.95,-13.37,-0.4,-0.35,0.45,-0.35
1977819,1.59,-12.66,-0.56,0.95,0.51,-0.2
1977832,1.63,-12.61,-0.76,2.01,0.56,0.02
1977846,1.63,-12.57,-0.58,3.03,0.64,0.21
1977860,1.66,-12.49,-0.36,3.97,0.76,0.42
1977873,1.62,-12.25,-0.1,4.72,0.89,0.63
1977887,1.19,-11.55,0.51,5.34,1.11,0.79
1977901,0.53,-10.27,1.66,5.52,1.2,0.84
1977914,-0.15,-8.85,2.89,5.24,1.07,0.82
1977928,-0.72,-7.38,4.04,4.54,0.81,0.84
1977942,-1.16,-6.04,5.1,3.5,0.41,0.86
1977955,-1.32,-5.87,5.46,2.34,0.09,0.84
1977969,-1.04,-6.56,5.98,1.21,-0.1,0.73
1977983,-0.88,-7.64,6.41,0.47,-0.2,0.59
1977996,-0.81,-8.26,6.39,0.11,-0.21,0.47
1978010,-0.74,-8.46,6.35,-0.07,-0.16,0.38
1978024,-0.84,-8.5,6.51,-0.15,-0.1,0.3
1978037,-0.91,-8.02,6.43,-0.28,-0.07,0.17
1978051,-1.04,-6.94,6.13,-0.69,-0.08,-0.0
1978065,-1.28,-5.8,5.91,-1.46,-0.15,-0.21
1978078,-1.46,-5.21,5.63,-2.43,-0.31,-0.39
1978092,-1.41,-5.31,5.25,-3.5,-0.52,-0.53
1978105,-1.28,-5.56,4.47,-4.48,-0.74,-0.69
1978118,-0.82,-6.47,3.3,-5.23,-0.87,-0.69
1978132,-0.26,-6.89,2.27,-5.93,-0.91,-0.83
1978146,-0.13,-6.08,0.81,-6.79,-0.95,-1.07
1978160,0.56,-6.92,-0.5,-7.3,-0.8,-1.09
1978173,1.44,-11.3,-1.11,-6.78,-0.44,-0.78
1978187,2.03,-14.22,-1.16,-5.14,-0.01,-0.54
1978201,2.53,-14.52,-1.58,-3.05,0.43,-0.21
1978214,2.5,-14.99,-1.62,-0.9,0.73,-0.08
1978228,1.95,-14.18,-1.85,0.96,0.74,-0.15
1978242,1.64,-13.19,-2.43,2.47,0.8,-0.01
1978255,1.4,-12.75,-2.29,3.73,0.9,0.09
1978269,1.47,-12.48,-2.02,4.71,0.92,0.19
1978283,1.22,-11.63,-1.63,5.27,0.96,0.28
1978296,0.57,-10.36,-0.38,5.54,1.02,0.51
1978310,0.16,-9.59,1.29,5.51,0.94,0.85
1978324,0.02,-9.1,2.39,5.2,0.76,1.04
1978337,-0.11,-8.4,2.99,4.59,0.61,1.06
1978351,-0.34,-7.73,3.64,3.85,0.54,0.97
1978365,-0.78,-7.53,4.69,3.07,0.43,0.86
1978378,-1.2,-7.77,5.44,2.33,0.22,0.71
1978392,-1.28,-7.51,5.8,1.65,0.02,0.55
1978406,-1.23,-6.96,5.83,0.85,-0.16,0.37
1978419,-1.13,-6.75,5.79,0.04,-0.25,0.23
1978433,-1.11,-7.2,5.96,-0.61,-0.29,0.12
1978447,-1.15,-7.47,5.97,-1.18,-0.36,-0.04
1978460,-1.29,-6.81,5.82,-1.88,-0.49,-0.24
1978474,-1.24,-6.59,5.41,-2.56,-0.62,-0.32
1978488,-1.15,-6.68,4.95,-3.32,-0.76,-0.44
1978501,-1.03,-6.38,4.19,-4.2,-0.95,-0.6
1978515,-0.73,-6.27,3.18,-5.01,-1.07,-0.71
1978529,-0.12,-7.99,2.3,-5.45,-1.03,-0.62
1978542,0.52,-9.56,1.48,-5.34,-0.84,-0.6
1978556,0.96,-10.36,0.88,-4.86,-0.55,-0.56
1978570,1.13,-10.62,0.31,-4.16,-0.23,-0.58
1978584,1.33,-11.28,-0.01,-3.24,0.12,-0.53
1978597,1.38,-11.42,-0.24,-2.34,0.34,-0.55
1978611,1.56,-11.51,-0.41,-1.39,0.5,-0.5
1978625,1.67,-11.53,-0.6,-0.51,0.55,-0.38
1978639,1.9,-11.94,-0.82,0.26,0.53,-0.23
1978652,1.72,-12.33,-1.12,1.15,0.52,-0.03
1978666,1.5,-12.72,-1.15,2.12,0.6,0.24
1978680,1.51,-13.38,-0.78,3.23,0.65,0.5
1978693,1.24,-12.89,-0.31,4.16,0.62,0.57
1978707,0.85,-11.5,0.02,4.71,0.64,0.61
1978721,0.36,-9.7,0.87,4.72,0.66,0.64
1978734,-0.09,-8.18,2.06,4.21,0.6,0.68
1978748,-0.52,-7.6,3.28,3.49,0.49,0.76
1978762,-0.72,-7.79,4.64,2.63,0.24,0.82
1978776,-0.73,-8.17,4.76,1.9,0.03,0.76
1978789,-0.6,-8.24,4.84,1.18,-0.02,0.63
1978803,-0.61,-8.5,5.04,0.66,0.01,0.52
1978817,-0.67,-8.88,5.25,0.33,0.04,0.41
1978830,-0.72,-9.01,5.38,0.13,0.06,0.3
1978844,-0.89,-8.99,5.32,0.06,0.08,0.25
1978858,-0.95,-8.69,5.22,-0.04,0.08,0.19
1978871,-0.9,-7.98,5.03,-0.33,0.04,0.07
1978885,-1.49,-6.12,5.2,-1.35,-0.16,-0.28
1978899,-2.25,-3.02,5.03,-3.11,-0.58,-0.82
1978912,-2.06,-1.77,3.57,-5.25,-1.0,-0.87
1978926,-1.07,-3.7,1.81,-7.2,-1.28,-1.01
1978940,-0.33,-6.25,0.09,-8.39,-1.38,-1.05
1978953,1.1,-9.19,-1.67,-8.58,-1.16,-0.89
1978967,2.2,-12.34,-2.37,-7.54,-0.6,-0.6
1978981,2.59,-13.97,-2.69,-5.56,0.07,-0.18
1978994,2.55,-15.55,-2.14,-3.07,0.63,0.04
1979008,1.73,-15.11,-1.87,-0.91,0.69,-0.27
