miliseg,AcX,AcY,AcZ,GyX,GyY,GyZ
1627037,10.29,-8.49,2.25,1.63,0.82,0.22
1627051,9.23,-5.75,2.97,2.13,0.97,-0.27
1627064,8.32,-2.01,2.67,1.97,0.9,-0.48
1627078,8.06,0.2,2.91,1.29,0.78,-0.28
1627092,7.64,0.37,3.88,0.42,0.41,-0.05
1627105,7.25,-0.57,4.38,-0.84,-0.35,0.02
1627119,7.84,-1.26,3.62,-2.01,-1.02,-0.17
1627133,8.81,-2.41,2.85,-2.52,-1.28,0.0
1627146,9.77,-4.53,2.24,-2.35,-1.24,0.21
1627160,10.97,-6.81,1.52,-1.43,-0.79,0.36
1627174,11.49,-8.86,1.15,0.2,-0.03,0.62
1627187,10.79,-9.67,1.75,2.02,0.77,0.54
1627201,9.58,-6.77,2.52,2.77,1.08,-0.2
1627215,8.53,-2.58,2.34,2.72,1.1,-0.54
1627228,8.05,0.6,2.57,2.11,1.11,-0.34
1627242,7.62,1.16,3.87,1.06,0.8,-0.04
1627255,7.13,0.14,4.75,0.02,0.17,0.1
1627268,7.74,-1.7,4.08,-0.92,-0.55,0.27
1627282,8.71,-3.73,3.55,-1.37,-0.92,0.16
1627296,9.18,-4.46,3.16,-1.4,-0.95,0.16
1627310,10.24,-5.2,2.6,-1.01,-0.69,0.17
1627323,10.6,-5.81,2.28,-0.38,-0.09,0.16
1627337,10.16,-5.9,2.98,0.26,0.46,0.12
1627351,9.21,-4.88,3.48,0.65,0.69,-0.08
1627364,8.43,-2.75,3.37,0.42,0.64,-0.34
1627378,7.92,-0.49,3.21,-0.55,0.47,-0.56
1627392,7.1,1.97,4.21,-2.14,0.04,-0.85
1627405,7.26,0.57,4.05,-3.24,-0.78,-0.47
1627419,8.27,-2.7,2.28,-3.75,-1.27,-0.16
1627433,9.61,-5.52,1.91,-3.47,-1.34,-0.01
1627446,10.44,-7.27,1.49,-2.55,-1.16,0.08
1627460,11.55,-8.72,0.61,-0.83,-0.52,0.3
1627474,11.5,-9.79,0.68,1.4,0.44,0.58
1627487,10.31,-8.88,1.49,2.89,1.01,0.3
1627501,9.08,-5.09,1.81,3.48,1.18,-0.22
1627515,8.32,-1.33,1.69,3.29,1.18,-0.23
1627528,7.96,0.78,2.28,2.48,1.08,-0.09
1627542,7.49,0.84,3.63,1.42,0.64,0.18
1627556,7.54,-1.23,4.04,0.5,-0.05,0.47
1627569,8.54,-3.6,3.81,0.05,-0.55,0.42
1627583,9.68,-4.98,2.82,0.26,-0.61,0.56
1627597,10.29,-6.14,2.27,0.95,-0.14,0.58
1627610,10.16,-6.33,2.62,1.53,0.43,0.35
1627624,9.28,-4.63,3.41,1.72,0.72,-0.02
1627638,8.33,-1.64,3.49,1.01,0.7,-0.41
1627651,7.36,1.68,3.9,-0.72,0.5,-0.79
1627665,6.29,4.44,5.58,-2.85,-0.32,-1.0
1627679,7.15,1.26,3.54,-4.42,-1.29,-0.39
