miliseg,AcX,AcY,AcZ
480260.0,9.6,1.06,3.51
480280.0,9.57,1.04,3.46
480300.0,9.57,1.01,3.4
480320.0,9.58,1.06,3.54
480340.0,9.59,1.04,3.43
480360.0,9.61,0.99,3.52
480380.0,9.53,1.02,3.45
480400.0,9.53,1.08,3.5
480420.0,9.61,1.06,3.58
480440.0,9.53,1.01,3.46
480460.0,9.57,1.0,3.5
480480.0,9.58,0.92,3.53
480500.0,9.62,1.07,3.41
480520.0,9.54,1.07,3.44
480540.0,9.51,1.02,3.4
480560.0,9.53,0.95,3.49
480580.0,9.64,0.99,3.46
480600.0,9.67,1.02,3.44
480620.0,9.62,0.93,3.41
480640.0,9.55,0.93,3.48
480660.0,9.55,1.04,3.56
480680.0,9.55,0.97,3.54
480700.0,9.54,0.95,3.51
480720.0,9.53,0.96,3.56
480740.0,9.56,0.98,3.52
480760.0,9.58,0.97,3.52
480780.0,9.57,1.02,3.59
480800.0,9.52,1.05,3.5
480820.0,9.52,1.02,3.52
480840.0,9.54,0.96,3.56
480860.0,9.54,0.93,3.56
480880.0,9.5,1.01,3.56
480900.0,9.54,1.03,3.51
480920.0,9.58,0.96,3.56
480940.0,9.55,0.95,3.59
480960.0,9.53,0.95,3.46
480980.0,9.56,1.03,3.5
481000.0,9.57,1.05,3.61
481020.0,9.55,0.95,3.44
481040.0,9.57,0.91,3.53
481060.0,9.55,1.04,3.49
481080.0,9.54,1.09,3.46
481100.0,9.58,1.01,3.52
481120.0,9.6,0.99,3.53
481140.0,9.58,1.1,3.53
481160.0,9.51,1.03,3.53
481180.0,9.56,0.96,3.58
481200.0,9.54,0.99,3.54
481220.0,9.58,1.03,3.52
481240.0,9.53,1.07,3.53
481260.0,9.49,1.06,3.66
481280.0,9.55,1.04,3.57
481300.0,9.53,1.0,3.61
481320.0,9.52,1.04,3.6
481340.0,9.52,1.04,3.59
481360.0,9.55,1.07,3.59
481380.0,9.55,1.1,3.54
481400.0,9.56,1.11,3.51
481420.0,9.59,1.05,3.47
481440.0,9.56,0.98,3.59
481460.0,9.53,1.03,3.55
481480.0,9.58,1.03,3.53
481500.0,9.57,1.04,3.58
481520.0,9.54,0.99,3.58
481540.0,9.56,1.04,3.56
481560.0,9.59,1.02,3.56
481580.0,9.59,1.0,3.56
481600.0,9.56,1.09,3.53
481620.0,9.52,1.08,3.5
481640.0,9.5,1.1,3.52
481660.0,9.43,1.09,3.49
481680.0,9.57,1.07,3.56
481700.0,9.59,1.03,3.48
481720.0,9.59,1.09,3.55
481740.0,9.54,1.0,3.55
481760.0,9.55,0.98,3.54
481780.0,9.55,1.12,3.53
481800.0,9.55,1.11,3.49
481820.0,9.52,1.02,3.57
481840.0,9.54,1.01,3.55
481860.0,9.53,1.12,3.49
481880.0,9.56,1.12,3.54
481900.0,9.52,1.02,3.52
481920.0,9.55,1.05,3.52
481940.0,9.58,1.08,3.53
481960.0,9.54,0.99,3.53
481980.0,9.53,1.0,3.52
482000.0,9.51,1.1,3.59
482020.0,9.54,1.09,3.54
482040.0,9.57,1.02,3.49
482060.0,9.53,1.1,3.55
482080.0,9.53,1.04,3.48
482100.0,9.56,1.06,3.54
482120.0,9.55,1.09,3.5
482140.0,9.52,1.03,3.49
482160.0,9.54,1.08,3.48
482180.0,9.57,1.1,3.54
482200.0,9.58,1.08,3.47
482220.0,9.53,1.04,3.55
482240.0,9.57,1.07,3.48
482260.0,9.59,1.05,3.56
482280.0,9.58,1.05,3.56
482300.0,9.5,1.03,3.54
482320.0,9.55,1.06,3.58
482340.0,9.54,1.06,3.57
482360.0,9.52,1.11,3.48
482380.0,9.55,1.12,3.6
482400.0,9.58,1.05,3.56
482420.0,9.57,1.04,3.57
482440.0,9.5,1.13,3.47
482460.0,9.47,1.13,3.56
482480.0,9.57,1.09,3.53
482500.0,9.56,1.07,3.52
482520.0,9.57,1.1,3.54
482540.0,9.52,1.05,3.54
482560.0,9.54,1.06,3.55
482580.0,9.54,1.11,3.58
482600.0,9.52,1.06,3.51
482620.0,9.54,1.07,3.56
482640.0,9.53,1.1,3.58
482660.0,9.52,1.12,3.57
482680.0,9.57,1.1,3.55
482700.0,9.58,1.09,3.54
482720.0,9.56,1.06,3.52
482740.0,9.48,1.14,3.54
482760.0,9.51,1.12,3.51
482780.0,9.56,1.13,3.54
482800.0,9.56,1.11,3.55
482820.0,9.53,1.13,3.55
482840.0,9.52,1.11,3.56
482860.0,9.54,1.1,3.47
482880.0,9.59,1.04,3.53
482900.0,9.64,1.02,3.5
482920.0,9.6,1.0,3.6
482940.0,9.52,1.09,3.57
482960.0,9.45,1.1,3.46
482980.0,9.58,1.09,3.55
483000.0,9.53,1.05,3.55
483020.0,9.52,1.18,3.5
483040.0,9.61,1.08,3.51
483060.0,9.63,1.02,3.5
483080.0,9.53,1.1,3.53
483100.0,9.46,1.14,3.47
483120.0,9.52,1.07,3.6
483140.0,9.58,1.12,3.53
483160.0,9.52,1.15,3.6
483180.0,9.48,1.13,3.54
483200.0,9.48,1.08,3.51
483220.0,9.57,1.09,3.62
483240.0,9.57,1.11,3.56
483260.0,9.55,1.12,3.49
483280.0,9.52,1.08,3.51
483300.0,9.52,1.12,3.5
483320.0,9.54,1.15,3.55
483340.0,9.55,1.13,3.5
483360.0,9.56,1.13,3.54
483380.0,9.51,1.08,3.54
483400.0,9.55,1.08,3.52
483420.0,9.52,1.08,3.54
483440.0,9.55,1.12,3.57
483460.0,9.51,1.08,3.59
483480.0,9.55,1.1,3.56
483500.0,9.53,1.11,3.58
483520.0,9.53,1.13,3.53
483540.0,9.6,1.1,3.61
483560.0,9.58,1.11,3.51
483580.0,9.48,1.1,3.62
