miliseg,AcX,AcY,AcZ
552320.0,9.96,0.74,1.57
552340.0,9.97,0.82,1.59
552360.0,9.89,0.86,1.63
552380.0,9.89,0.73,1.62
552400.0,9.93,0.84,1.58
552420.0,9.96,0.84,1.67
552440.0,9.96,0.66,1.58
552460.0,9.92,0.79,1.61
552480.0,9.91,0.84,1.59
552500.0,9.97,0.7,1.56
552520.0,9.96,0.76,1.51
552540.0,9.9,0.89,1.6
552560.0,9.95,0.82,1.61
552580.0,9.93,0.81,1.55
552600.0,9.96,0.69,1.62
552620.0,9.93,0.71,1.56
552640.0,9.91,0.88,1.65
552660.0,9.94,0.9,1.69
552680.0,9.93,0.73,1.61
552700.0,10.0,0.75,1.64
552720.0,9.94,0.88,1.65
552740.0,9.9,0.81,1.71
552760.0,9.91,0.77,1.59
552780.0,9.91,0.87,1.67
552800.0,9.92,0.85,1.73
552820.0,9.87,0.81,1.55
552840.0,9.96,0.9,1.7
552860.0,9.93,0.88,1.65
552880.0,9.97,0.83,1.59
552900.0,10.04,0.76,1.65
552920.0,9.95,0.84,1.64
552940.0,9.92,0.89,1.67
552960.0,9.9,0.85,1.67
552980.0,9.92,0.84,1.66
553000.0,9.93,0.86,1.63
553020.0,9.98,0.82,1.66
553040.0,9.9,0.93,1.71
553060.0,9.9,0.9,1.67
553080.0,9.95,0.9,1.65
553100.0,9.9,0.89,1.7
553120.0,9.9,0.85,1.67
553140.0,9.92,0.86,1.64
553160.0,9.91,0.88,1.7
553180.0,9.92,0.89,1.67
553200.0,9.94,0.88,1.66
553220.0,9.89,0.87,1.67
553240.0,9.92,0.87,1.64
553260.0,9.98,0.88,1.69
553280.0,9.92,0.89,1.68
553300.0,9.89,0.96,1.68
553320.0,9.95,0.79,1.72
553340.0,9.91,0.83,1.64
553360.0,9.9,0.88,1.79
553380.0,9.94,0.87,1.64
553400.0,9.91,0.88,1.67
553420.0,9.95,0.8,1.68
553440.0,9.91,0.92,1.64
553460.0,9.93,0.91,1.71
553480.0,9.94,0.85,1.67
553500.0,9.83,0.93,1.7
553520.0,9.84,0.99,1.69
553540.0,9.96,0.9,1.7
553560.0,9.93,0.92,1.7
553580.0,9.93,1.0,1.7
553600.0,9.98,0.8,1.67
553620.0,9.95,0.79,1.72
553640.0,9.85,0.95,1.69
553660.0,9.93,1.01,1.74
553680.0,9.95,0.96,1.68
553700.0,9.99,0.97,1.69
553720.0,9.97,0.82,1.7
553740.0,9.85,0.95,1.66
553760.0,9.88,0.99,1.79
553780.0,9.98,0.94,1.67
553800.0,9.94,0.85,1.74
553820.0,9.89,0.99,1.7
553840.0,9.89,0.96,1.66
553860.0,9.92,0.95,1.67
553880.0,9.9,0.98,1.73
553900.0,9.87,0.94,1.7
553920.0,9.88,0.97,1.72
553940.0,9.89,1.03,1.75
553960.0,9.9,0.93,1.74
553980.0,9.9,0.98,1.72
554000.0,9.91,1.02,1.77
554020.0,9.89,0.98,1.74
554040.0,9.91,0.98,1.69
554060.0,9.91,1.03,1.79
554080.0,9.91,1.04,1.75
554100.0,9.97,0.95,1.73
554120.0,9.95,0.97,1.71
554140.0,9.9,1.01,1.73
554160.0,9.96,1.05,1.76
554180.0,9.95,1.06,1.77
554200.0,9.84,0.94,1.78
554220.0,9.89,1.04,1.75
554240.0,9.96,1.15,1.77
554260.0,9.9,0.96,1.76
554280.0,9.9,0.9,1.67
554300.0,9.92,1.06,1.78
554320.0,9.92,1.13,1.72
554340.0,9.88,1.01,1.74
554360.0,9.89,1.05,1.72
554380.0,9.92,1.01,1.77
554400.0,9.94,1.02,1.74
554420.0,9.85,1.0,1.73
554440.0,9.84,1.04,1.79
554460.0,9.9,1.09,1.73
554480.0,9.9,1.03,1.76
554500.0,9.87,0.94,1.77
554520.0,9.84,1.04,1.79
554540.0,9.87,1.06,1.74
554560.0,9.91,1.04,1.78
554580.0,9.9,1.09,1.76
554600.0,9.87,1.12,1.74
554620.0,9.9,0.95,1.79
554640.0,9.92,0.99,1.7
554660.0,9.92,1.1,1.79
554680.0,9.88,1.02,1.82
554700.0,9.9,0.98,1.74
554720.0,9.88,1.04,1.79
554740.0,9.89,1.05,1.77
554760.0,9.89,1.07,1.73
554780.0,9.92,1.05,1.73
554800.0,9.95,1.02,1.71
554820.0,9.93,1.02,1.8
554840.0,9.91,1.03,1.72
554860.0,9.91,1.13,1.84
554880.0,9.83,1.0,1.82
554900.0,9.85,1.08,1.75
554920.0,9.93,1.08,1.84
554940.0,9.89,0.95,1.78
554960.0,9.93,1.04,1.72
554980.0,9.97,1.03,1.74
555000.0,9.96,0.96,1.74
555020.0,9.86,1.11,1.79
555040.0,9.84,1.15,1.78
555060.0,9.89,0.98,1.8
555080.0,9.94,1.03,1.81
555100.0,9.93,1.04,1.79
555120.0,9.85,1.11,1.82
555140.0,9.9,0.94,1.84
555160.0,9.9,1.02,1.81
555180.0,9.87,1.08,1.91
555200.0,9.89,0.93,1.75
555220.0,9.89,1.03,1.82
555240.0,9.89,1.05,1.88
555260.0,9.9,1.02,1.73
555280.0,9.91,1.07,1.81
555300.0,9.9,0.98,1.82
555320.0,9.92,1.08,1.84
555340.0,9.93,1.12,1.96
555360.0,9.96,0.97,1.89
555380.0,9.9,0.99,1.92
555400.0,9.85,1.04,1.9
555420.0,9.75,1.08,1.92
555440.0,9.83,1.13,1.88
555460.0,10.02,0.83,1.87
