miliseg,AcX,AcY,AcZ,GyX,GyY,GyZ
583225,1.67,1.35,-9.09,-0.5,-0.91,-0.03
583239,1.5,1.51,-9.0,-0.5,-0.8,-0.04
583253,1.34,1.67,-8.98,-0.48,-0.66,-0.03
583266,1.32,1.76,-9.0,-0.41,-0.53,-0.02
583280,1.23,1.87,-8.99,-0.31,-0.39,-0.01
583294,1.2,1.94,-8.97,-0.2,-0.24,-0.0
583307,1.16,1.95,-9.0,-0.12,-0.1,-0.01
583321,1.23,1.89,-9.0,-0.03,0.03,-0.01
583335,1.23,1.78,-9.0,0.03,0.15,-0.03
583348,1.23,1.67,-8.97,0.07,0.26,-0.05
583362,1.33,1.67,-8.91,0.11,0.36,-0.06
583376,1.37,1.7,-8.92,0.15,0.46,-0.05
583389,1.41,1.63,-8.95,0.18,0.54,-0.03
583403,1.44,1.45,-8.95,0.21,0.65,-0.02
583417,1.51,1.39,-8.94,0.23,0.79,-0.01
583430,1.67,1.33,-8.84,0.23,0.88,-0.02
583444,2.04,1.24,-8.78,0.21,0.87,-0.04
583458,2.42,1.13,-8.84,0.16,0.65,-0.04
583471,2.72,1.1,-8.98,0.06,0.29,-0.04
583485,2.77,1.13,-9.28,-0.06,-0.16,0.0
583499,2.57,0.97,-9.26,-0.17,-0.52,0.03
583512,2.38,1.04,-9.22,-0.3,-0.79,0.06
583526,2.05,1.2,-9.19,-0.41,-0.96,0.06
583540,1.76,1.37,-9.13,-0.42,-1.02,0.02
583554,1.4,1.49,-9.05,-0.35,-0.94,-0.01
583567,1.04,1.56,-8.97,-0.28,-0.72,-0.03
583581,1.03,1.42,-8.87,-0.26,-0.45,-0.03
583595,1.12,1.53,-8.87,-0.26,-0.23,-0.02
583608,1.21,1.7,-9.0,-0.23,-0.11,-0.0
583622,1.35,1.75,-9.11,-0.11,-0.06,0.02
583636,1.29,1.86,-9.14,0.06,-0.1,0.01
583649,1.17,1.57,-9.04,0.09,-0.08,0.0
583663,1.14,1.42,-8.97,0.07,-0.01,-0.03
583677,1.06,1.43,-9.01,0.02,0.1,-0.08
583690,1.05,1.49,-8.97,0.03,0.26,-0.13
583704,1.09,1.64,-8.93,0.12,0.46,-0.15
583718,1.15,1.71,-8.86,0.27,0.66,-0.12
583731,1.26,1.45,-8.75,0.33,0.8,-0.08
583745,1.57,1.25,-8.82,0.4,0.85,-0.06
583759,1.83,1.01,-8.89,0.35,0.78,-0.03
583772,2.06,1.01,-9.05,0.3,0.64,-0.02
